CALI,DEPT,DEPTH_MD,DTC,FORCE_2020_LITHOFACIES_CONFIDENCE,FORCE_2020_LITHOFACIES_LITHOLOGY,GR,NPHI,RDEP,RHOB,RMED,X_LOC,Y_LOC,Z_LOC
15.368564606,1022.5179984,1022.5180054,147.41131592,1.0,65000.0,62.363185883,0.4896510839,0.8362379074,1.834038496,0.721812129,438592.3125,6478953.0,-1000.490967
14.935297012,1022.6699984,1022.6699829,147.25657654,1.0,65000.0,56.175537109,0.5006801486,0.8463104367,1.7860323191,0.7494658828,438592.3125,6478953.0,-1000.642944
14.680069923,1022.8219984,1022.8220215,147.01077271,1.0,65000.0,56.372615814,0.4797984362,0.8512104154,1.7525267601,0.7789942026,438592.3125,6478953.0,-1000.794983
14.227053642,1022.9739984,1022.973999,147.05859375,1.0,65000.0,51.505981445,0.5096510649,0.8517229557,1.7312994003,0.768923521,438592.3125,6478953.0,-1000.94696
14.093383789,1023.1259984,1023.1259766,146.88568115,1.0,65000.0,56.76077652,0.5194002986,0.8460888267,1.711945653,0.741296351,438592.3125,6478953.0,-1001.098938
14.000204086,1023.2779984,1023.2780151,147.08883667,1.0,65000.0,53.195476532,0.5398601294,0.8223035336,1.6941016912,0.7583512068,438592.34375,6478953.0,-1001.250977
13.781308174,1023.4299984,1023.4299927,148.17036438,1.0,65000.0,58.609077454,0.5174005032,0.7999832034,1.6825325489,0.7531437874,438592.34375,6478953.0,-1001.402954
13.642882347,1023.5819984,1023.5819702,148.8195343,1.0,65000.0,60.208786011,0.5154155493,0.7873911858,1.6727057695,0.699449122,438592.34375,6478953.0,-1001.554932
13.678115845,1023.7339984,1023.7340088,149.48971558,1.0,65000.0,63.10294342,0.5144366622,0.7792699933,1.6710889339,0.675583899,438592.34375,6478953.0,-1001.70697
13.761584282,1023.8859984,1023.8859863,149.64807129,1.0,65000.0,60.806858063,0.520829916,0.7638840079,1.6722666025,0.6826043129,438592.34375,6478953.0,-1001.858948
13.229934692,1024.0379984,1024.0379639,149.1907196,1.0,65000.0,58.074596405,0.5158495903,0.7564076781,1.6655631065,0.6812310815,438592.34375,6478953.0,-1002.010925
12.962938309,1024.1899984,1024.1899414,149.28605652,1.0,65000.0,59.161720276,0.5328389406,0.7523652315,1.6594065428,0.7164055109,438592.34375,6478953.0,-1002.162903
13.139233589,1024.3419984,1024.342041,149.21205139,1.0,65000.0,59.11126709,0.5369079113,0.7522850633,1.6404511929,0.7088867426,438592.34375,6478953.0,-1002.31488
13.033367157,1024.4939984,1024.4940186,149.50637817,1.0,65000.0,57.766792297,0.5650983453,0.7556364536,1.627345562,0.7258799076,438592.34375,6478953.0,-1002.466919
12.936888695,1024.6459984,1024.6459961,149.43185425,1.0,65000.0,55.782436371,0.5657055974,0.7583392859,1.6210999489,0.6824532151,438592.34375,6478953.0,-1002.618896
12.562529564,1024.7979984,1024.7979736,149.41647339,1.0,65000.0,55.064884186,0.6128905416,0.7589829564,1.6216182709,0.6558667421,438592.34375,6478953.0,-1002.770874
12.901947021,1121.9259984,1121.9260254,143.71235657,1.0,65000.0,75.585296631,0.5216217041,1.6588010788,1.9087176323,1.4367022514,438592.8125,6478953.0,-1099.896851
12.948745728,1122.0779984,1122.0780029,144.15602112,1.0,65000.0,76.229873657,0.5387898088,1.678727746,1.8959126472,1.4219865799,438592.84375,6478953.0,-1100.048828
12.977078438,1122.2299984,1122.2299805,144.69950867,1.0,65000.0,71.649604797,0.5442968011,1.7284181118,1.8909934759,1.3998651505,438592.84375,6478953.0,-1100.200806
13.007657051,1122.3819984,1122.381958,145.13639832,1.0,65000.0,64.382965088,0.5397744179,1.7396361828,1.8931248188,1.380687952,438592.84375,6478953.0,-1100.352783
13.063991547,1122.5339984,1122.5340576,145.57945251,1.0,65000.0,62.095558167,0.5510929227,1.7056789398,1.8935976028,1.3484436274,438592.84375,6478953.0,-1100.504883
13.081086159,1122.6859984,1122.6860352,146.08934021,1.0,65000.0,62.204906464,0.5634850264,1.6860467196,1.8883631229,1.343026638,438592.84375,6478953.0,-1100.65686
13.085962296,1122.8379984,1122.8380127,146.53457642,1.0,65000.0,62.435569763,0.5635482669,1.662025094,1.8821578026,1.3484895229,438592.84375,6478953.0,-1100.808838
13.079852104,1122.9899984,1122.9899902,146.94619751,1.0,65000.0,60.534011841,0.5476589203,1.6408104897,1.8793834448,1.3519108295,438592.84375,6478953.0,-1100.960815
13.06735611,1123.1419984,1123.1419678,147.07492065,1.0,65000.0,57.852703094,0.5410421491,1.6233586073,1.8862935305,1.3493361473,438592.84375,6478953.0,-1101.112793
13.062887192,1123.2939984,1123.2939453,147.11088562,1.0,65000.0,58.582069397,0.5303871632,1.5865352154,1.8998882771,1.3270494938,438592.84375,6478953.0,-1101.264771
13.036341667,1123.4459984,1123.4460449,147.04644775,1.0,65000.0,59.308815002,0.5103243589,1.5398840904,1.914555788,1.3228316307,438592.84375,6478953.0,-1101.41687
12.977395058,1123.5979984,1123.5980225,147.07823181,1.0,65000.0,58.440547943,0.4892844558,1.4824303389,1.9262293577,1.3263969421,438592.84375,6478953.0,-1101.568848
12.927085876,1123.7499984,1123.75,147.11801147,1.0,65000.0,53.762901306,0.5012013316,1.4085665941,1.9342981577,1.3090673685,438592.84375,6478953.0,-1101.720825
12.883000374,1123.9019984,1123.9019775,147.08703613,1.0,65000.0,43.971561432,0.5203475952,1.355784297,1.9315609932,1.2335580587,438592.84375,6478953.0,-1101.872803
12.883000374,1124.0539984,1124.0539551,147.11157227,1.0,30000.0,35.129013062,0.5399301648,1.3231877089,1.9158630371,1.0987540483,438592.84375,6478953.0,-1102.02478
12.883000374,1124.2059984,1124.2060547,147.04367065,1.0,30000.0,30.502950668,0.5387612581,1.2930727005,1.8940104246,0.9799100757,438592.84375,6478953.0,-1102.17688
12.883000374,1124.3579984,1124.3580322,147.07780457,1.0,30000.0,27.737602234,0.5602388978,1.2869725227,1.881051302,0.9289866686,438592.84375,6478953.0,-1102.328857
12.883000374,1124.5099984,1124.5100098,147.11154175,1.0,30000.0,28.142578125,0.5810489655,1.3011540174,1.8789622784,0.9373165369,438592.84375,6478953.0,-1102.480835
12.883000374,1124.6619984,1124.6619873,147.07833862,1.0,30000.0,28.73595047,0.5699148774,1.307284236,1.8843101263,0.9810736179,438592.84375,6478953.0,-1102.632813
12.883000374,1124.8139984,1124.8139648,147.12059021,1.0,30000.0,29.11387825,0.5455406308,1.3409075737,1.8936692476,1.0573714972,438592.84375,6478953.0,-1102.78479
12.883000374,1124.9659984,1124.9659424,147.08494568,1.0,30000.0,26.534502029,0.5197761655,1.4074443579,1.8977034092,1.1452887058,438592.84375,6478953.0,-1102.936768
12.883000374,1125.1179984,1125.118042,147.11224365,1.0,30000.0,24.483827591,0.5569002628,1.473692894,1.8921644688,1.2178649902,438592.84375,6478953.0,-1103.088867
12.883000374,1125.2699984,1125.2700195,147.04258728,1.0,30000.0,26.191087723,0.5936256051,1.5395674706,1.8850406408,1.2483409643,438592.84375,6478953.0,-1103.240845
12.883000374,1125.4219984,1125.4219971,147.07557678,1.0,30000.0,27.132759094,0.6060054898,1.585036993,1.878919363,1.2420679331,438592.84375,6478953.0,-1103.392822
12.883000374,1125.5739984,1125.5739746,147.11399841,1.0,30000.0,27.138271332,0.5866250396,1.585873127,1.8750197887,1.2249088287,438592.84375,6478953.0,-1103.5448
12.883000374,1125.7259984,1125.7259521,147.07952881,1.0,30000.0,26.593523026,0.5649332404,1.559945941,1.8720651865,1.2200633287,438592.84375,6478953.0,-1103.696777
12.883000374,1125.8779984,1125.8780518,147.12141418,1.0,30000.0,28.295465469,0.5686694384,1.5375123024,1.874661088,1.2158726454,438592.84375,6478953.0,-1103.848877
12.883032799,1126.0299984,1126.0300293,147.06402588,1.0,30000.0,31.812633514,0.5740332007,1.5244643688,1.8730802536,1.1899000406,438592.84375,6478953.0,-1104.000732
12.893280983,1126.1819984,1126.1820068,147.11785889,1.0,30000.0,32.255924225,0.5701252818,1.5306807756,1.86013937,1.1620686054,438592.84375,6478953.0,-1104.15271
12.959778786,1126.3339984,1126.3339844,147.12692261,1.0,30000.0,30.397619247,0.5690571666,1.5602883101,1.845086813,1.1459258795,438592.84375,6478953.0,-1104.304688
13.057559967,1126.4859984,1126.4859619,147.07862854,1.0,30000.0,30.186239243,0.5669677854,1.5749964714,1.848503232,1.1651190519,438592.84375,6478953.0,-1104.456665
13.062936783,1126.6379984,1126.6379395,147.11358643,1.0,30000.0,30.693689346,0.5690619946,1.5640510321,1.8637378216,1.1904294491,438592.84375,6478953.0,-1104.608643
13.043009758,1126.7899984,1126.7900391,147.04457092,1.0,30000.0,32.366271973,0.562718749,1.5479353666,1.8759124279,1.2248479128,438592.84375,6478953.0,-1104.760742
12.992746353,1126.9419984,1126.9420166,147.07080078,1.0,30000.0,32.17988205,0.553294301,1.5332000256,1.876994133,1.259442687,438592.84375,6478953.0,-1104.91272
12.977000237,1127.0939984,1127.0939941,147.11860657,1.0,30000.0,31.972761154,0.5455208421,1.5304731131,1.8768283129,1.3075326681,438592.84375,6478953.0,-1105.064697
12.977000237,1127.2459984,1127.2459717,147.08335876,1.0,30000.0,34.038383484,0.533656776,1.5205003023,1.8832951784,1.315202713,438592.84375,6478953.0,-1105.216675
12.977000237,1127.3979984,1127.3979492,147.12519836,1.0,30000.0,34.582214355,0.5382640958,1.5039578676,1.8892791271,1.3084549904,438592.84375,6478953.0,-1105.368652
12.977211952,1127.5499984,1127.5500488,147.04721069,1.0,30000.0,35.946205139,0.5587092042,1.4895650148,1.8885443211,1.3007079363,438592.84375,6478953.0,-1105.520752
13.026607513,1127.7019984,1127.7020264,147.07455444,1.0,30000.0,37.876140594,0.5705797672,1.4856891632,1.8808649778,1.2434841394,438592.84375,6478953.0,-1105.672729
13.14545536,1127.8539984,1127.8540039,147.11962891,1.0,30000.0,41.55657196,0.5742564797,1.4523174763,1.8760492802,1.1783694029,438592.84375,6478953.0,-1105.824707
13.156117439,1128.0059984,1128.0059814,147.03900146,1.0,30000.0,43.990890503,0.5520064831,1.437941432,1.8799880743,1.1282112598,438592.84375,6478953.0,-1105.976685
13.19668293,1128.1579984,1128.157959,147.00590515,1.0,30000.0,44.390617371,0.5510910153,1.4297323227,1.8684076071,1.1977674961,438592.875,6478953.0,-1106.128662
13.794155121,1128.3099984,1128.3100586,146.92779541,1.0,30000.0,43.756217957,0.5276114941,1.3855988979,1.8380028009,1.2528578043,438592.875,6478953.0,-1106.280762
15.754101753,1128.4619984,1128.4620361,146.95082092,1.0,30000.0,43.261356354,0.5112934709,1.3587280512,1.8198728561,1.3153584003,438592.875,6478953.0,-1106.432739
17.456268311,1128.6139984,1128.6140137,147.00630188,1.0,30000.0,41.208518982,0.4976932108,1.3867435455,1.8215835094,1.2697672844,438592.875,6478953.0,-1106.584717
17.045873642,1128.7659984,1128.7659912,146.95986938,1.0,30000.0,41.691432953,0.4829112887,1.3884052038,1.82145679,1.2370164394,438592.875,6478953.0,-1106.736694
16.635477066,1128.9179984,1128.9179688,147.00119019,1.0,65000.0,43.45941925,0.4853515029,1.4245820045,1.8220824003,1.2829790115,438592.875,6478953.0,-1106.888672
15.968058586,1129.0699984,1129.0699463,146.94651794,1.0,65000.0,47.993484497,0.4805994332,1.4853823185,1.8443841934,1.3610600233,438592.875,6478953.0,-1107.040649
15.239741325,1129.2219984,1129.2220459,147.00244141,1.0,65000.0,48.827014923,0.4817705452,1.5088964701,1.8978099823,1.3824589252,438592.875,6478953.0,-1107.192749
16.495565414,1129.3739984,1129.3740234,146.92831421,1.0,65000.0,48.39409256,0.4756758809,1.4968849421,1.9366570711,1.3227702379,438592.875,6478953.0,-1107.344727
17.865449905,1129.5259984,1129.526001,146.94972229,1.0,65000.0,45.20098877,0.4882145226,1.4971761703,1.9291118383,1.2779729366,438592.875,6478953.0,-1107.496704
16.648815155,1129.6779984,1129.6779785,147.00845337,1.0,65000.0,47.947937012,0.5172139406,1.4738109112,1.8807159662,1.2508254051,438592.875,6478953.0,-1107.648682
15.119480133,1129.8299984,1129.8299561,146.95831299,1.0,65000.0,51.905780792,0.543630898,1.3959276676,1.8404999971,1.3693135977,438592.875,6478953.0,-1107.800659
14.829549789,1129.9819984,1129.9820557,147.0014801,1.0,65000.0,52.446788788,0.5472723246,1.3347842693,1.8289824724,1.4625316858,438592.875,6478953.0,-1107.952759
14.786862373,1130.1339984,1130.1340332,146.92327881,1.0,65000.0,49.622154236,0.5439453721,1.3978683949,1.8384196758,1.3211569786,438592.875,6478953.0,-1108.104736
14.755074501,1130.2859984,1130.2860107,146.94821167,1.0,65000.0,47.868232727,0.5161470771,1.465383172,1.8392847776,1.1500504017,438592.875,6478953.0,-1108.256714
14.68792057,1130.4379984,1130.4379883,147.00265503,1.0,65000.0,49.915416718,0.5076990724,1.4634648561,1.8231221437,1.1735123396,438592.875,6478953.0,-1108.408691
14.720802307,1130.5899984,1130.5899658,146.95211792,1.0,65000.0,55.76499939,0.5115402341,1.4052821398,1.804228425,1.1591546535,438592.875,6478953.0,-1108.560669
14.75,1130.7419984,1130.7419434,147.01248169,1.0,65000.0,57.179897308,0.5302480459,1.357286334,1.8007631302,1.1520899534,438592.875,6478953.0,-1108.712646
14.75,1130.8939984,1130.894043,146.9563446,1.0,65000.0,58.459892273,0.5478842258,1.327332139,1.8041881323,1.1460322142,438592.875,6478953.0,-1108.864746
14.75,1131.0459984,1131.0460205,147.00286865,1.0,65000.0,55.861289978,0.5456023812,1.30125916,1.8040325642,1.1294932365,438592.875,6478953.0,-1109.016724
14.75,1131.1979984,1131.197998,146.92393494,1.0,65000.0,53.778911591,0.5483794808,1.305971384,1.7950749397,1.0908098221,438592.875,6478953.0,-1109.168701
14.749881744,1131.3499984,1131.3499756,146.94595337,1.0,65000.0,53.634216309,0.5389415026,1.3177944422,1.7808839083,1.0558894873,438592.875,6478953.0,-1109.320557
14.712985039,1131.5019984,1131.5019531,147.00456238,1.0,65000.0,51.63791275,0.5454186201,1.3222999573,1.7725127935,1.0571377277,438592.875,6478953.0,-1109.472534
14.526301384,1131.6539984,1131.6540527,146.95219421,1.0,65000.0,54.602241516,0.5397271514,1.3245427608,1.7739006281,1.1145884991,438592.875,6478953.0,-1109.624634
14.2467556,1131.8059984,1131.8060303,147.01496887,1.0,65000.0,58.170845032,0.5412408113,1.3353630304,1.7924323082,1.1736140251,438592.875,6478953.0,-1109.776611
13.917311668,1131.9579984,1131.9580078,146.92881775,1.0,65000.0,63.455936432,0.5272212625,1.3563910723,1.8106532097,1.2158000469,438592.875,6478953.0,-1109.928589
13.384133339,1132.1099984,1132.1099854,146.94924927,1.0,65000.0,65.777198792,0.5384837985,1.3981140852,1.8246469498,1.2158000469,438592.875,6478953.0,-1110.080566
13.1671381,1132.2619984,1132.2619629,147.0153656,1.0,65000.0,65.340858459,0.5168779492,1.4203765392,1.8274793625,1.2125794888,438592.875,6478953.0,-1110.232544
13.213651657,1132.4139984,1132.4139404,146.94883728,1.0,65000.0,64.918190002,0.4985875487,1.377047658,1.8311492205,1.2029016018,438592.875,6478953.0,-1110.384521
13.194196701,1132.5659984,1132.56604,147.00444031,1.0,65000.0,63.622631073,0.4938735068,1.299151063,1.8271958828,1.2117339373,438592.875,6478953.0,-1110.536621
13.531509399,1132.7179984,1132.7180176,146.95167542,1.0,65000.0,58.738201141,0.5110504627,1.2342604399,1.8022962809,1.2198269367,438592.875,6478953.0,-1110.688599
14.240251541,1132.8699984,1132.8699951,147.0186615,1.0,65000.0,52.232269287,0.5253712535,1.1960769892,1.7012782097,1.2036619186,438592.875,6478953.0,-1110.840576
15.084570885,1133.0219984,1133.0219727,146.92852783,1.0,65000.0,44.336715698,0.5208981633,1.1747661829,1.6080819368,1.1506783962,438592.875,6478953.0,-1110.992554
16.010780334,1133.1739984,1133.1739502,146.94728088,1.0,65000.0,42.127796173,0.5246983767,1.1717886925,1.5563343763,1.0638076067,438592.875,6478953.0,-1111.144531
16.668586731,1133.3259984,1133.3260498,147.01528931,1.0,65000.0,41.840866089,0.5520400405,1.1959409714,1.5676978827,0.9930408001,438592.875,6478953.0,-1111.296509
